name,mac address,encryption,lat,lon
SPACE_X_NASA_PLUTO_MARS,60:E3:27:A3:9F:30,WPA+AES-CCM WPA+PSK,-169.252294,-73.576988
BravoTelecom-12795,60:E3:27:A3:A0:F6,WPA+AES-CCM WPA+PSK,-169.137134,-73.547470
CPE,60:E3:27:F1:B7:6D,WPA+AES-CCM WPA+PSK,-169.147207,-165.567303
Xiaomi_903F,64:09:80:7C:90:40,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.146217,-165.571200
HP-Print-52-Officejet 4630,64:51:06:64:76:52,None,-169.145775,-127.224577
mercidieu,64:66:B3:D1:B6:54,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.146509,-73.535099
Infected Network2,64:70:02:63:0B:E0,WPA+AES-CCM WPA+PSK WPA+TKIP,45.599056,-73.533485
TP-LINK_B37C10,64:70:02:B3:7C:10,WPA+AES-CCM WPA+PSK,-169.148898,-127.220324
eduroam,64:A0:E7:28:7C:82,WPA+AES-CCM,,
None,64:A0:E7:90:5E:30,WPA+AES-CCM WPA+PSK,-169.249972,-127.261616
None,64:A0:E7:90:5E:31,WPA+AES-CCM WPA+TKIP,-145.389055,-169.018286
None,64:A0:E7:90:5E:32,WPA+AES-CCM,-169.249986,-145.157334
None,64:A0:E7:90:5E:33,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.249943,-169.018185
None,64:A0:E7:90:5E:34,WPA+AES-CCM,-169.249933,-159.473805
None,64:A0:E7:90:5E:35,WPA+AES-CCM WPA+PSK,-169.249952,-145.157287
None,64:A0:E7:90:5E:36,WPA+AES-CCM,-126.300274,-159.473810
None,64:A0:E7:90:5E:37,WPA+AES-CCM,-169.249985,-159.473896
None,64:A0:E7:90:5E:38,WPA+AES-CCM,-138.571595,-134.931120
Table Tracker Wifi,64:A5:C3:6C:0F:E6,WPA+AES-CCM WPA+PSK,-169.252361,-173.793039
iPhone de Dtran,66:00:10:3C:28:0D,WPA+AES-CCM WPA+PSK,45.498985,-73.574089
SETUP,66:2A:2F:53:7C:99,None,-145.312566,-168.987148
BELL011,68:15:90:39:1E:AE,WPA+AES-CCM WPA+PSK,-154.827033,-159.430118
BELL355,68:15:90:39:4A:B6,WPA+AES-CCM WPA+PSK,-176.548948,-177.202302
BELL530,68:15:90:39:D2:F6,WPA+AES-CCM WPA+PSK,-169.145167,-73.538917
BELL501,68:15:90:3A:10:2E,WPA+AES-CCM WPA+PSK,-179.158957,-179.264085
BELL419,68:15:90:3B:1D:06,WPA+AES-CCM WPA+PSK,45.596500,-73.535110
BELL480,68:15:90:3C:91:6E,WPA+AES-CCM WPA+PSK,-154.829649,-159.431094
BELL740,68:15:90:3D:04:F6,WPA+AES-CCM WPA+PSK,-156.507982,-174.598364
Altima-13191,68:15:90:3E:96:52,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.148027,-73.532761
BELL680,68:15:90:41:60:AA,WPA+AES-CCM WPA+PSK,-178.488052,-166.903432
BELL568,68:15:90:42:CA:2A,WPA+AES-CCM WPA+PSK,-169.146323,-145.114594
BELL374,68:15:90:43:62:BA,WPA+AES-CCM WPA+PSK,-169.137750,-73.546020
BELL312,68:15:90:44:01:2A,WPA+AES-CCM WPA+PSK,-126.188818,-159.443638
BELL698,68:15:90:44:27:CA,WPA+AES-CCM WPA+PSK,45.496628,-73.576500
iTero,68:7F:74:77:87:C2,WEP,45.497452,-73.575714
3E,68:86:A7:1D:ED:E0,WPA+AES-CCM WPA+TKIP,-126.302629,-159.476462
3EGuest,68:86:A7:1D:ED:E1,None,-169.252386,-73.577049
eduroam,68:86:A7:30:10:B1,WPA+AES-CCM,45.497600,-73.577614
ConcordiaUniversity,68:86:A7:56:21:10,WPA+AES-CCM,-173.463110,-174.635513
eduroam,68:86:A7:56:21:11,WPA+AES-CCM,-169.251482,-145.160230
ConcordiaGuest,68:86:A7:56:21:12,None,-138.573306,-134.934127
eduroam,68:BD:AB:67:D7:01,WPA+AES-CCM,,
DimitryGuest,6A:15:90:42:CA:2A,WPA+AES-CCM WPA+PSK,-145.285291,-168.975465
dlink-6EC7,6C:19:8F:C0:6E:C9,WPA+AES-CCM WPA+PSK WPA+TKIP,45.609264,-73.542915
Bob2,6C:19:8F:CF:CF:78,WPA+AES-CCM WPA+PSK WPA+TKIP,-179.364886,-175.804875
dlink-7B78,6C:19:8F:F2:7B:78,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.141508,-73.537437
dlink-07F9,6C:19:8F:F3:07:F9,WPA+AES-CCM WPA+PSK WPA+TKIP,-145.285258,-168.980035
dlink-87EE,6C:19:8F:F3:87:EE,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.145151,-73.538948
BELL711,6C:2E:85:EF:B7:11,WPA+AES-CCM WPA+PSK,-169.147714,-73.532478
BELL020,6C:2E:85:F0:BD:B9,WPA+AES-CCM WPA+PSK,45.599499,-73.533157
BELL747,6C:2E:85:F0:D5:A1,WPA+AES-CCM WPA+PSK,-169.137274,-73.547211
BELL134,6C:2E:85:F4:16:69,WPA+AES-CCM WPA+PSK,45.609123,-73.542603
Romanz,6C:40:08:8B:E9:6C,WPA+AES-CCM WPA+PSK,45.497478,-73.575676
None,6C:50:4D:B6:EE:25,WPA+AES-CCM,45.496517,-73.576744
None,6C:50:4D:B6:EE:27,WPA+AES-CCM WPA+PSK,45.496517,-73.576744
LUXY MEDIA ,6C:70:9F:E3:0F:A2,WPA+AES-CCM WPA+PSK,-169.251637,-159.475741
IC.VT,6C:70:9F:E5:48:F6,WPA+AES-CCM WPA+PSK,45.497429,-73.575737
Chocolat,6C:70:9F:EE:E2:12,WPA+AES-CCM WPA+PSK,-169.147884,-73.532677
dlink-7890,6C:72:20:11:78:90,WPA+AES-CCM WPA+PSK WPA+TKIP,-138.467839,-134.888405
dlink-27AC,6C:72:20:14:27:AC,WPA+AES-CCM WPA+PSK WPA+TKIP,-97.562840,-73.537816
VACV,6C:9C:ED:EC:1A:40,WPA+AES-CCM WPA+PSK,45.496250,-73.576920
VACVWIFICORP,6C:9C:ED:EC:1A:41,WPA+AES-CCM,-97.669396,-73.576973
NETGEAR99,6C:B0:CE:99:27:D8,WPA+AES-CCM WPA+PSK,-169.138610,-145.126845
TAZ,6C:B0:CE:9B:8C:FF,WPA+AES-CCM WPA+PSK,45.605213,-73.558510
NETGEAR96,6C:B0:CE:F0:28:1A,WPA+AES-CCM WPA+PSK,45.607651,-73.539276
HP-Print-4A-Officejet Pro 8610,6C:C2:17:1A:3E:4A,WPA+AES-CCM WPA+PSK,45.602196,-73.536438
HP-Print-90-Officejet Pro 8610,6C:C2:17:1A:B8:90,WPA+AES-CCM WPA+PSK,45.603367,-73.539284
HP-Print-E1-Officejet Pro 8620,6C:C2:17:1E:7A:E1,WPA+AES-CCM WPA+PSK,-169.138372,-73.544571
GuessSP,6C:F3:7F:1C:B9:62,WPA+AES-CCM WPA+PSK WPA+TKIP,-152.730800,-172.689028
GuessSP2,6C:F3:7F:1C:B9:63,WPA+AES-CCM WPA+PSK,-169.249917,-145.157211
S_access,6C:F3:7F:1C:B9:64,WPA+AES-CCM,-149.727330,-151.664717
dlink-9450,70:62:B8:2F:94:50,WPA+AES-CCM WPA+PSK WPA+TKIP,45.605289,-73.558304
dlink-98A0,70:62:B8:2F:98:A0,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.145776,-73.531517
dlink-769C,70:62:B8:62:76:9C,WPA+AES-CCM WPA+PSK WPA+TKIP,-179.576374,-177.781653
mercredi,70:62:B8:9A:2D:BC,WPA+AES-CCM WPA+PSK WPA+TKIP,45.606884,-73.537491
maison,70:73:CB:B8:4D:DB,WPA+AES-CCM WPA+PSK,-169.145379,-73.538452
SLAYER,70:73:CB:BD:75:C9,WPA+AES-CCM WPA+PSK WPA+TKIP,-138.472989,-134.891245
HP-Print-84-LaserJet Pro M201dw,70:77:81:66:13:84,WPA+AES-CCM WPA+PSK,,
None,70:81:05:45:5F:91,WEP,,
eduroam,70:81:05:45:5F:94,WPA+AES-CCM,,
ConcordiaGuest,70:81:05:45:5F:95,None,,
Braindead,70:8B:CD:60:08:18,WPA+AES-CCM WPA+PSK,45.603962,-73.530746
JONAP01,70:8B:CD:AE:75:28,WPA+AES-CCM WPA+PSK,-138.465188,-134.887627
aL3Kz9453,70:8B:CD:EA:41:50,WPA+AES-CCM WPA+PSK,,
DIRECT-0a-HP M277 LaserJet,72:77:81:73:19:0A,WPA+AES-CCM WPA+PSK,-169.252668,-73.577484
cluster 2.4,74:03:BD:5E:91:20,WPA+AES-CCM WPA+PSK,45.498623,-73.574142
HR_Guest,74:A0:2F:83:E1:03,None,-97.667942,-73.575317
HR_Vendor,74:A0:2F:83:E1:04,WPA+AES-CCM WPA+PSK,45.497635,-73.575317
RSF-01,74:A0:2F:F0:B0:90,WPA+AES-CCM,,
None,74:A0:2F:F0:B0:91,WPA+AES-CCM WPA+PSK,,
RSF-I,74:A0:2F:F0:B0:92,WPA+AES-CCM WPA+PSK,,
STMnet,74:A0:2F:F0:B0:93,None,,
None,74:A2:E6:12:37:B0,WPA+AES-CCM WPA+TKIP,45.497581,-73.575455
La Prep - Guest,74:EA:3A:A9:E2:CE,WPA+AES-CCM WPA+PSK WPA+TKIP,45.498257,-73.574753
MON TP-LINK,74:EA:3A:B0:39:9C,WPA+AES-CCM WPA+PSK WPA+TKIP,-97.557197,-73.540871
EliteForex,74:EA:3A:EF:51:7A,WEP,-169.252169,-159.476349
ASUS,78:24:AF:7C:F0:08,WPA+AES-CCM WPA+PSK,-169.142986,-145.115530
Cure,78:24:AF:ED:6F:00,WPA+AES-CCM WPA+PSK,-126.300490,-159.474174
VIF WIFI,78:44:76:45:A7:17,WPA+AES-CCM WPA+PSK WPA+TKIP,45.603912,-73.540611
YAALTELECOM928,78:44:76:6F:87:5C,WPA+AES-CCM WPA+PSK WPA+TKIP,-176.554024,-177.204855
conXus784b87935ac2,78:4B:87:93:5A:C2,None,45.603390,-73.558144
london,78:54:2E:56:66:A0,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.140960,-159.438102
BenoitJocelyne,78:54:2E:57:72:5E,WPA+AES-CCM WPA+PSK WPA+TKIP,-178.488556,-176.240784
georgesnoella,78:54:2E:EA:BE:84,WPA+AES-CCM WPA+PSK WPA+TKIP,-126.195523,-159.438195
cruze2015,78:61:7C:2E:2F:50,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.150992,-73.534471
trax2015,78:61:7C:73:7D:56,WPA+AES-CCM WPA+PSK WPA+TKIP,-126.201651,-159.433640
VIF JLC,7C:B7:33:B0:F7:90,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.146497,-73.535164
BW Europa,80:2A:A8:1A:E3:9B,None,45.498371,-73.574600
Fitclub24 Guest,80:2A:A8:44:C4:CC,WPA+AES-CCM WPA+PSK WPA+TKIP,-149.726741,-151.664141
TAG Inc.,80:2A:A8:57:EE:C2,WPA+AES-CCM WPA+PSK,-169.250568,-154.105827
None,80:2A:A8:81:05:59,WPA+AES-CCM WPA+PSK,-169.249498,-73.573998
Fundstream Wifi,80:2A:A8:84:28:BD,WPA+AES-CCM WPA+PSK,-169.248921,-127.260710
NETGEAR74,80:37:73:BB:5C:E0,WPA+AES-CCM WPA+PSK,-169.144644,-145.141594
ConcordiaUniversity,80:E0:1D:20:84:00,WPA+AES-CCM,-169.251722,-73.577492
CAPT606SPACE,80:E0:1D:9B:B7:80,WPA+AES-CCM WPA+TKIP,-169.249280,-145.156509
!5an5f11!,80:E0:1D:9B:B7:81,WPA+AES-CCM WPA+TKIP,-169.249230,-159.473025
SAQ_Wi-Fi,80:E0:1D:9B:B7:82,None,-154.932701,-159.473044
SAQ-Corpo,80:E0:1D:9B:B7:83,WPA+AES-CCM,-152.730153,-172.688343
CAPT606SPACE,80:E0:1D:BD:76:C0,WPA+AES-CCM WPA+TKIP,-97.666474,-73.573700
!5an5f11!,80:E0:1D:BD:76:C1,WPA+AES-CCM WPA+TKIP,-97.666426,-73.573659
SAQ_Wi-Fi,80:E0:1D:BD:76:C2,None,-169.249195,-73.573637
SAQ-Corpo,80:E0:1D:BD:76:C3,WPA+AES-CCM,45.499180,-73.573631
TEST-SP1,82:2A:A8:1A:DE:4F,WPA+AES-CCM WPA+PSK,45.498920,-73.574142
TAG Inc. - Guest,82:2A:A8:57:EE:C2,WPA+AES-CCM WPA+PSK,-177.840451,-176.654345
Fundstream Wifi,82:2A:A8:84:28:BD,WPA+AES-CCM WPA+PSK,-169.249122,-145.156533
DIRECT-9y-BRAVIA,82:56:F2:9C:85:6E,WPA+AES-CCM WPA+PSK,,
None,84:24:8D:C6:79:50,WPA+AES-CCM,45.499275,-73.573563
None,84:24:8D:C6:79:54,WPA+AES-CCM,45.499161,-73.573646
None,84:24:8D:CC:8E:E0,WPA+AES-CCM,-97.666332,-73.573621
None,84:24:8D:CC:8E:E2,WPA+AES-CCM,-169.249194,-73.573656
None,84:24:8D:CC:8E:E4,WPA+AES-CCM,-138.570848,-134.930323
None,84:24:8D:CC:8E:E5,WPA+AES-CCM WPA+PSK,-169.249013,-73.573578
None,84:24:8D:CC:D8:60,WPA+AES-CCM,-169.249147,-73.573585
None,84:24:8D:CC:D8:A0,WPA+AES-CCM,-169.249207,-159.473008
None,84:24:8D:CC:D8:A2,WPA+AES-CCM,-169.249238,-73.573692
None,84:24:8D:CC:D8:A4,WPA+AES-CCM,-97.666439,-73.573677
None,84:24:8D:CC:D8:A5,WPA+AES-CCM WPA+PSK,-169.249232,-73.573683
None,84:24:8D:CC:E4:F0,WPA+AES-CCM,-126.299250,-159.472954
None,84:24:8D:CC:E4:F2,WPA+AES-CCM,-169.248938,-73.573599
None,84:24:8D:CC:E4:F4,WPA+AES-CCM,-97.666174,-73.573583
None,84:24:8D:CC:E4:F5,WPA+AES-CCM WPA+PSK,-97.666141,-73.573606
None,84:24:8D:CC:E6:60,WPA+AES-CCM,45.499111,-73.573700
None,84:24:8D:CC:E6:62,WPA+AES-CCM,-169.249204,-73.573643
None,84:24:8D:CC:E6:65,WPA+AES-CCM WPA+PSK,45.499130,-73.573700
None,84:24:8D:CC:F1:D0,WPA+AES-CCM,-97.666432,-73.573662
None,84:24:8D:CC:F1:D2,WPA+AES-CCM,-126.299617,-159.473067
None,84:24:8D:CC:F1:D4,WPA+AES-CCM,-169.249257,-73.573700
None,84:24:8D:CC:F1:D5,WPA+AES-CCM WPA+PSK,-169.249257,-73.573700
None,84:24:8D:CC:FB:10,WPA+AES-CCM,45.499180,-73.573631
None,84:24:8D:CC:FB:15,WPA+AES-CCM WPA+PSK,-169.249202,-73.573650
None,84:24:8D:CC:FB:B5,WPA+AES-CCM WPA+PSK,45.499103,-73.573700
None,84:24:8D:CC:FC:25,WPA+AES-CCM WPA+PSK,-97.666434,-73.573672
None,84:24:8D:CD:07:20,WPA+AES-CCM,45.499180,-73.573631
None,84:24:8D:CD:07:22,WPA+AES-CCM,45.499180,-73.573631
None,84:24:8D:CD:07:24,WPA+AES-CCM,-169.249166,-73.573608
None,84:24:8D:CD:07:25,WPA+AES-CCM WPA+PSK,45.499180,-73.573631
None,84:24:8D:CD:07:60,WPA+AES-CCM,-169.249185,-73.573631
None,84:24:8D:CD:07:62,WPA+AES-CCM,-169.249196,-145.156431
None,84:24:8D:CD:07:64,WPA+AES-CCM,-138.570870,-134.930332
None,84:24:8D:CD:07:65,WPA+AES-CCM WPA+PSK,-138.570871,-134.930328
BELL476,84:A4:23:8E:55:C6,WPA+AES-CCM WPA+PSK,-169.250585,-169.018903
Unitelecom701,84:A4:23:90:49:86,WPA+AES-CCM WPA+PSK,-169.141126,-73.538361
Office,84:A4:23:91:01:2E,WPA+AES-CCM WPA+PSK,-169.250837,-174.633547
garagedc4734,84:A4:23:91:E3:36,WPA+AES-CCM WPA+PSK,-169.143651,-73.530510
BELL211,84:A4:23:92:C9:FE,WPA+AES-CCM WPA+PSK,-97.563044,-73.531548
BELL321,84:A4:23:93:2B:36,WPA+AES-CCM WPA+PSK,-145.281987,-169.001379
BELL513,84:A4:23:95:64:86,WPA+AES-CCM WPA+PSK,45.604763,-73.530777
BELL644,84:A4:23:95:65:AE,WPA+AES-CCM WPA+PSK,-177.097469,-168.974357
None,84:B5:9C:E4:D4:40,WPA+AES-CCM,45.605251,-73.532303
None,84:B5:9C:EB:65:00,WPA+AES-CCM,-169.149801,-73.533760
None,84:B5:9C:EB:65:02,WPA+AES-CCM,-169.149801,-73.533760
None,84:B5:9C:EB:65:04,None,-169.149801,-73.533760
None,84:B5:9C:EB:7E:40,WPA+AES-CCM,-169.150056,-73.533928
None,84:B5:9C:EB:7E:42,WPA+AES-CCM,-97.567268,-73.533928
None,84:B5:9C:EB:7E:44,None,-169.150056,-73.533928
None,84:B5:9C:EC:02:80,WPA+AES-CCM,-138.471911,-134.890698
None,84:B5:9C:EC:02:82,WPA+AES-CCM,-169.150212,-127.221093
None,84:B5:9C:EC:02:84,None,-169.150212,-127.221093
None,84:B5:9C:EC:25:C0,WPA+AES-CCM,-169.150103,-127.221024
None,84:B5:9C:EC:25:C2,WPA+AES-CCM,-126.200344,-159.433243
None,84:B5:9C:EC:25:C4,None,-169.150032,-73.533909
kone-office,84:B8:02:9E:34:72,WPA+AES-CCM,45.495891,-73.577545
ConcordiaUniversity,84:B8:02:D3:52:90,WPA+AES-CCM,45.497421,-73.577507
eduroam,84:B8:02:D3:52:91,WPA+AES-CCM,-169.251996,-73.577568
ConcordiaGuest,84:B8:02:D3:52:92,None,-97.668466,-73.577563
VIDEOTRON4428,84:C9:B2:D0:03:FC,WPA+AES-CCM WPA+PSK,-154.825907,-159.433919
VIDEOTRON1580,84:C9:B2:D0:53:1F,WPA+AES-CCM WPA+PSK,-169.251725,-165.611493
VIDEOTRON7977,84:C9:B2:D0:59:6A,WPA+AES-CCM WPA+PSK,-97.555194,-73.545522
VIDEOTRON1888,84:C9:B2:D0:A9:6E,WPA+AES-CCM WPA+PSK,-156.615769,-174.632547
SLMAISON,84:C9:B2:D0:CF:6F,WPA+AES-CCM WPA+PSK,-97.562840,-73.537811
VIDEOTRON8087,84:C9:B2:D1:5C:57,WPA+AES-CCM WPA+PSK,-145.281512,-168.978368
VIDEOTRON3740,84:C9:B2:D1:B7:A4,WPA+AES-CCM WPA+PSK,,
VIDEOTRON5550,84:C9:B2:D1:C0:35,WPA+AES-CCM WPA+PSK,-169.250426,-145.157855
AnjouPizza,84:C9:B2:D2:2A:64,WPA+AES-CCM WPA+PSK,-176.548785,-177.202282
VIDEOTRON3493,84:C9:B2:D2:2B:1E,WPA+AES-CCM WPA+PSK,-169.148774,-73.533184
VIDEOTRON2439,84:C9:B2:D2:50:14,WPA+AES-CCM WPA+PSK,-126.190181,-159.440542
VIDEOTRON7347,84:C9:B2:D2:B0:F5,WPA+AES-CCM WPA+PSK,-169.143602,-73.530777
VIDEOTRON4967,84:C9:B2:D2:EB:C9,WPA+AES-CCM WPA+PSK,-97.558873,-73.537056
None,84:C9:B2:D3:04:89,WPA+AES-CCM WPA+PSK,45.600433,-73.532707
VIDEOTRON1097,84:C9:B2:D3:08:DC,WPA+AES-CCM WPA+PSK,-97.563250,-73.531662
VIDEOTRON8420,84:C9:B2:D3:0E:B2,WPA+AES-CCM WPA+PSK,-97.559462,-73.535217
VIDEOTRON1677,84:C9:B2:D3:61:08,WPA+AES-CCM WPA+PSK,-169.139076,-73.542969
VIDEOTRON1899,84:C9:B2:D3:6D:8F,WPA+AES-CCM WPA+PSK,-169.150056,-73.533928
VIDEOTRON9122,84:C9:B2:D3:78:15,WPA+AES-CCM WPA+PSK,45.596500,-73.535110
VIDEOTRON2029,84:C9:B2:D3:8E:F8,WPA+AES-CCM WPA+PSK,-138.467961,-134.892460
VIDEOTRON9249,84:C9:B2:D4:13:61,WPA+AES-CCM WPA+PSK,-157.836280,-163.963996
CSPI-Internet,84:D4:7E:D3:B0:40,WPA+AES-CCM WPA+PSK,-169.136964,-73.547844
CSPI,84:D4:7E:D3:B0:41,WPA+AES-CCM,-169.136964,-73.547844
None,84:D4:7E:D3:B0:42,WPA+AES-CCM WPA+PSK,-169.136991,-73.547787
CSPI-Internet,84:D4:7E:D3:B0:A0,WPA+AES-CCM WPA+PSK,45.610996,-73.546959
CSPI-Internet,84:D4:7E:D3:B0:C0,WPA+AES-CCM WPA+PSK,-97.554339,-73.547485
CSPI,84:D4:7E:D3:B0:C1,WPA+AES-CCM,-169.137176,-73.547390
None,84:D4:7E:D3:B0:C2,WPA+AES-CCM WPA+PSK,-169.137176,-73.547390
CSPI,84:D4:7E:D3:CD:A1,WPA+AES-CCM,45.604626,-73.542351
CSPI-Internet,84:D4:7E:D3:CE:A0,WPA+AES-CCM WPA+PSK,45.604546,-73.543510
CSPI,84:D4:7E:D3:CF:21,WPA+AES-CCM,45.604599,-73.542290
CSPI-Internet,84:D4:7E:D4:1E:E0,WPA+AES-CCM WPA+PSK,-145.276423,-168.990724
CSPI,84:D4:7E:D4:1E:E1,WPA+AES-CCM,-169.137356,-159.446337
None,84:D4:7E:D4:1E:E2,WPA+AES-CCM WPA+PSK,-138.459002,-134.903721
CSPI-Internet,84:D4:7E:D4:20:40,WPA+AES-CCM WPA+PSK,-169.137290,-145.129963
CSPI,84:D4:7E:D4:20:41,WPA+AES-CCM,-169.137295,-145.129953
None,84:D4:7E:D4:20:42,WPA+AES-CCM WPA+PSK,-169.137295,-145.129953
Morin Relations Publiques,86:2A:A8:09:71:F2,WPA+AES-CCM WPA+PSK,-97.668827,-73.576401
Ki\303\252n\342\200\231s iMac,88:63:DF:97:4D:9D,WPA+AES-CCM WPA+PSK,-175.757813,-177.695344
BELL357,88:A6:C6:7A:E9:96,WPA+AES-CCM WPA+PSK,,
BELL534,88:A6:C6:7B:1A:16,WPA+AES-CCM WPA+PSK,45.605472,-73.556747
BELL673,88:A6:C6:7B:56:5E,WPA+AES-CCM WPA+PSK,,
BELL016,88:A6:C6:7B:85:B6,WPA+AES-CCM WPA+PSK,-97.667740,-73.575010
JARRAR,88:A6:C6:7B:BB:6E,WPA+AES-CCM WPA+PSK,,
BELL233,88:A6:C6:7B:D3:DE,WPA+AES-CCM WPA+PSK,45.601841,-73.531914
BELL592,88:A6:C6:7B:FD:D6,WPA+AES-CCM WPA+PSK,-145.288491,-168.977267
BELL401,88:A6:C6:7C:35:AE,WPA+AES-CCM WPA+PSK,-97.668926,-73.576459
Cuba,88:A6:C6:7E:42:CE,WPA+AES-CCM WPA+PSK,-169.144824,-145.141750
BELL892,88:A6:C6:7E:44:9E,WPA+AES-CCM WPA+PSK,45.598812,-73.533638
BELL547,88:A6:C6:7E:4E:AE,WPA+AES-CCM WPA+PSK,-156.510820,-174.590505
BELL703,88:A6:C6:7E:58:A6,WPA+AES-CCM WPA+PSK,-177.104706,-168.978210
BELL165,88:A6:C6:80:0D:76,WPA+AES-CCM WPA+PSK,45.607983,-73.539993
BELL411,88:A6:C6:81:0D:BE,WPA+AES-CCM WPA+PSK,45.605434,-73.558235
BELL282,88:A6:C6:81:0E:3E,WPA+AES-CCM WPA+PSK,-149.626666,-151.623743
LBC-Office,88:DC:96:02:54:B2,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.252082,-73.576900
None,88:DC:96:2B:99:F4,None,-157.947921,-163.995444
None,88:DC:96:2B:99:F6,None,-173.018954,-179.066653
bfun,88:DC:96:30:03:D6,WPA+AES-CCM WPA+PSK,-169.136950,-73.547875
BECKS1,88:DC:96:31:5C:2A,WPA+AES-CCM WPA+PSK,-149.726997,-151.664408
None,88:DC:96:33:7D:0E,None,-169.144916,-159.457539
Ernest-Jonathan,88:DC:96:3B:3A:86,WPA+AES-CCM WPA+PSK WPA+TKIP,-175.053449,-178.046224
Gestion Sidev,88:DC:96:3B:3D:96,WPA+AES-CCM WPA+PSK,-169.252205,-171.189942
ConcordiaUniversity,88:F0:31:05:94:70,WPA+AES-CCM,-179.882958,-179.888542
eduroam,88:F0:31:05:94:71,WPA+AES-CCM,-169.252173,-73.577538
ConcordiaGuest,88:F0:31:05:94:72,None,-138.573527,-134.934166
ConcordiaUniversity,88:F0:31:D7:DE:40,WPA+AES-CCM,45.495891,-73.577545
eduroam,88:F0:31:D7:DE:41,WPA+AES-CCM,,
ConcordiaGuest,88:F0:31:D7:DE:42,None,,
ConcordiaGuest,88:F0:31:E1:6E:82,None,-169.251703,-73.577526
ConcordiaUniversity,88:F0:31:E6:BE:00,WPA+AES-CCM,-126.302198,-159.476781
eduroam,88:F0:31:E6:BE:01,WPA+AES-CCM,45.496773,-73.577492
ConcordiaGuest,88:F0:31:E6:BE:02,None,,
ConcordiaUniversity,88:F0:31:EB:65:00,WPA+AES-CCM,-156.619540,-174.635576
eduroam,88:F0:31:EB:65:01,WPA+AES-CCM,-138.573343,-134.934228
ConcordiaGuest,88:F0:31:EB:65:02,None,-169.251703,-159.476860
COS Free WiFi,8A:15:04:6F:D7:01,None None,-169.250730,-145.158106
OneTeam,8A:15:04:6F:D7:06,WPA+AES-CCM WPA+AES-CCM WPA+PSK WPA+PSK,-152.731619,-172.689935
None,8A:15:04:6F:D7:07,WPA+AES-CCM,-97.667916,-73.575266
None,8A:15:04:6F:D7:08,WPA+AES-CCM,-97.667916,-73.575266
ST-HUBERT,8A:15:04:A3:E4:10,None,-169.151872,-73.535122
GESTSTH,8A:15:04:A3:E4:11,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.151864,-73.535122
None,8A:15:04:BE:3F:B0,WPA+AES-CCM,,
None,8A:15:04:BE:3F:B2,WPA+AES-CCM WPA+PSK,,
MVMT-ACCUEIL,8A:15:04:BE:3F:B3,None,,
Morin R. P. (visiteurs),8A:2A:A8:09:71:F2,WPA+AES-CCM WPA+PSK,-169.251636,-73.576401
Net Guy Concordia 2.4 guest,8A:D3:A3:5C:29:EB,WPA+AES-CCM WPA+PSK WPA+TKIP,,
BECKSGIRLS,8A:DC:96:31:5C:2A,WPA+AES-CCM WPA+PSK,-145.388591,-169.017805
BELL859,8C:10:D4:E2:06:5E,WPA+AES-CCM WPA+PSK,45.607651,-73.539276
BELL209,8C:10:D4:E3:16:0E,WPA+AES-CCM WPA+PSK,-169.141389,-73.537674
animal,8C:10:D4:E3:61:96,WPA+AES-CCM WPA+PSK,-169.148223,-168.976535
BELL398,8C:10:D4:E4:24:B6,WPA+AES-CCM WPA+PSK,-169.143970,-73.530746
BELL557,8C:10:D4:E4:A5:16,WPA+AES-CCM WPA+PSK,-149.621286,-151.621263
BELL896,8C:10:D4:E4:E3:26,WPA+AES-CCM WPA+PSK,-169.137220,-145.130098
BELL198,8C:10:D4:E5:4D:DE,WPA+AES-CCM WPA+PSK,45.610664,-73.556801
BELL893,8C:10:D4:E5:B2:0E,WPA+AES-CCM WPA+PSK,-169.145446,-127.225367
BELL435,8C:10:D4:E5:B9:AE,WPA+AES-CCM WPA+PSK,45.605301,-73.532516
BELL340,8C:10:D4:E5:DB:E6,WPA+AES-CCM WPA+PSK,45.604664,-73.530472
BELL475,8C:10:D4:E6:65:3E,WPA+AES-CCM WPA+PSK,-149.623646,-151.626471
BELL273,8C:10:D4:E7:89:16,WPA+AES-CCM WPA+PSK,-169.140481,-73.539782
BELL071,8C:10:D4:E8:34:D6,WPA+AES-CCM WPA+PSK,-169.143043,-73.532572
BELL705,8C:10:D4:EA:22:56,WPA+AES-CCM WPA+PSK,-169.146190,-73.536308
BELL873,8C:10:D4:EA:48:F6,WPA+AES-CCM WPA+PSK,-138.468585,-134.888822
MI-K100 VIP777,8C:21:0A:5E:2A:7C,WPA+AES-CCM WPA+PSK,-97.667087,-73.574310
Ocean,8E:15:44:CC:DE:70,None,-169.250378,-169.018728
